label,message
ham,Why i come in between you people
ham,"Fuuuuck I need to stop sleepin, sup"
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
ham,You are not bothering me but you have to trust my answers. Pls.
ham,"He will, you guys close?"
ham,So the sun is anti sleep medicine.
ham,Yo sorry was in the shower sup
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,U sure u can't take any sick time?
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,"not that I know of, most people up here are still out of town"
ham,Do you like shaking your booty on the dance floor?
ham,K.i did't see you.:)k:)where are you now?
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,Love you aathi..love u lot..
ham,Oh yeah! And my diet just flew out the window
ham,* Am on my way
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,Hey r ü still online? I've finished the formatting...
ham,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? "
ham,Just haven't decided where yet eh ?
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,I place all ur points on e cultures module already.
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,"Me not waking up until 4 in the afternoon, sup"
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
ham,I'm also came to room.
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,Goin to workout lor... Muz lose e fats... 
ham,Can't take any major roles in community outreach. You rock mel
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,"Cool, what time you think you can get here?"
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,Ok i've sent u da latest version of da project.
ham,No problem. We will be spending a lot of quality time together...
ham,Ok. No wahala. Just remember that a friend in need ...
ham,We will meet soon princess! Ttyl!
ham,Same as kallis dismissial in 2nd test:-).
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,Mm that time you dont like fun
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,When i have stuff to sell i.ll tell you
ham,Poor girl can't go one day lmao
ham,How many licks does it take to get to the center of a tootsie pop?
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Hai priya are you right. What doctor said pa. Where are you.
ham,Wat r u doing?
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,Sday only joined.so training we started today:)
ham,Y de asking like this.
ham,Huh so early.. Then ü having dinner outside izzit?
ham,How long does it take to get it.
ham,I like you peoples very much:) but am very shy pa.
ham,Send me the new number
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,"Alright if you're sure, let me know when you're leaving"
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,One small prestige problem now.
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
ham,"Yes but i dont care! I need you bad, princess!"
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,Sorry de i went to shop.
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her"
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,"Hm good morning, headache anyone? :-)"
ham,Some of them told accenture is not confirm. Is it true.
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,Good. Good job. I like entrepreneurs
ham,But we havent got da topic yet rite?
ham,Where are you lover ? I need you ...
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
ham,Ok lar... Joking wif u oni...
ham,I thought slide is enough.
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham,I think i am disturbing her da
ham,You in your room? I need a few
ham,Honey boo I'm missing u.
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
ham,I cant pick the phone right now. Pls send a message
ham,Oh is it? Send me the address
ham,But i juz remembered i gotta bathe my dog today..
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,Havent shopping now lor i juz arrive only
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
ham,"Haha better late than ever, any way I could swing by?"
ham,Not from this campus. Are you in the library?
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
ham,I am going to sleep. I am tired of travel.
ham,"Princess, is your kitty shaved or natural?"
ham,"Haha just kidding, papa needs drugs"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,So wats ur opinion abt him and how abt is character?
ham,"Oh... Icic... K lor, den meet other day..."
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
ham,LOL ... No just was busy
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,Oh k:)after that placement there ah?
ham,You do got a shitload of diamonds though
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
ham,Babe ? I lost you ... Will you try rebooting ?
ham,"Yep, by the pretty sculpture"
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,"Damn, poor zac doesn't stand a chance"
ham,Me fine..absolutly fine
ham,He also knows about lunch menu only da. . I know
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
ham,Oh k...i'm watching here:)
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,How much is torch in 9ja.
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,... Are you in the pub?
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,Thanks for this hope you had a good day today
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,Haha okay... Today weekend leh... 
ham,No probs hon! How u doinat the mo?
ham,Thats cool. How was your day?
ham,Rofl betta invest in some  anti aging products
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,Ok ill tell the company
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,How much for an eighth?
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"Awesome, I'll see you in a bit"
ham,Wat happened to the cruise thing
ham,"Yo, the game almost over? Want to go to walmart soon"
ham,Yes. Last  practice
ham,Thank god they are in bed!
ham,"Yes, princess. Toledo."
ham,We have all rounder:)so not required:)
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
ham,Hurry home. Soup is DONE!
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,You unbelievable faglord
ham,Beerage?
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,Long beach lor. Expected... U having dinner now?
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Not a drop in the tank
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,Simply sitting and watching match in office..
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,She's borderline but yeah whatever.
ham,What you thinked about me. First time you saw me in class.
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,U can call me now...
ham,Ü dun wan to watch infernal affair?
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Your brother is a genius
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
ham,If we win its really no 1 side for long time.
ham,Thanks for loving me so. You rock
ham,Aight should I just plan to come up later tonight?
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
ham,Ill be there on  &lt;#&gt;  ok.
ham,No. Thank you. You've been wonderful
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,S.i think he is waste for rr..
ham,Yes baby! We can study all the positions of the kama sutra ;)
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
ham,I wish u were here. I feel so alone
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,I'm glad. You are following your dreams.
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,I sent your maga that money yesterday oh.
ham,I wont get concentration dear you know you are my mind and everything :-)
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,Can ü call me at 10:10 to make sure dat i've woken up...
ham,Senthil group company Apnt 5pm.
ham,"Aight yo, dats straight dogg"
ham,"And that's fine, I got enough bud to last most of the night at least"
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
ham,R u in this continent?
ham,Ya! when are ü taking ure practical lessons? I start in june..  
ham,You're gonna have to be way more specific than that
ham,"I am in tirupur da, once you started from office call me."
ham,Where is that one day training:-)
ham,No..but heard abt tat..
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,I will reach before ten morning
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham,U still going to the mall?
ham,Anything lar then ü not going home 4 dinner?
ham,Hey what happen de. Are you alright.
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
ham,You intrepid duo you! Have a great time and see you both soon. 
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
ham,What about this one then.
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
spam,ringtoneking 84484
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,Does not operate after  &lt;#&gt;  or what
ham,Fine. Do you remember me.
ham,Oh :-)only 4 outside players allowed to play know
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,Hey anyway i have to :-)
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,I send the print  outs da.
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!"
ham,Guessin you ain't gonna be here before 9?
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,"[…] anyway, many good evenings to u! s"
ham,Now i'm going for lunch.
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
ham,i dnt wnt to tlk wid u
ham,There is a first time for everything :)
ham,True. Its easier with her here.
ham,Wow v v impressed. Have funs shopping!
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,Then we gotta do it after that
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,From 5 to 2 only my work timing.
ham,I think chennai well settled?
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,Ay wana meet on sat?ü wkg on sat?
ham,So how's the weather over there?
ham,Now project pa. After that only i can come.
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham,Gud ni8.swt drms.take care
ham,Wat ü doing now?
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,Auntie huai juan never pick up her phone
ham,Excellent! Wish we were together right now!
ham,Also track down any lighters you can find
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Whatsup there. Dont u want to sleep
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
ham,have got * few things to do. may be in * pub later.
ham,ARR birthday today:) i wish him to get more oscar.
spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Yes princess! I want to catch you with my big strong hands...
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
ham,"K I'm ready,  &lt;#&gt; ?"
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
ham,Then ü come n pick me at 530 ar?
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,Total video converter free download type this in google search:)
ham,Will do. Have a good day
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
ham,Not to worry. I'm sure you'll get it.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,Yes princess! I want to make you happy...
ham,After the drug she will be able to eat.
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,"Haha I heard that, text me when you're around"
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
ham,I meant middle left or right?
ham,Mm umma ask vava also to come tell him can play later together
ham,Hi dude hw r u da realy mising u today
ham,Yup ü not comin :-(
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
ham,Can do lor...
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Hope you are having a good week. Just checking in
ham,Oh dang! I didn't mean o send that to you! Lol!
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,Yup i'm elaborating on the safety aspects and some other issues..
ham,Ok then u tell me wat time u coming later lor.
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
ham,Yo we are watching a movie on netflix
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,I only haf msn. It's yijue@hotmail.com
ham,R we going with the  &lt;#&gt;  bus?
ham,Happy New Year Princess!
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,Omg it could snow here tonite!
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,Anything lor if they all go then i go lor...
ham,"fyi I'm at usf now, swing by the room whenever"
ham,Shant disturb u anymore... Jia you...
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Dear are you angry i was busy dear
ham,"Yo, you at jp and hungry like a mofo?"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,G wants to know where the fuck you are
